Argentina,Brazil,0,0,,,http://thesoccerworldcups.com/games/1978_argentina_brazil.php
England,Paraguay,3,0,|Gary Lineker   31' |Peter Beardsley   56' |Gary Lineker   73' ,,http://thesoccerworldcups.com/games/1986_england_paraguay.php
Germany,Mexico,2,1,| |Juergen Klinsmann   75' |Oliver Bierhoff   86' ,47'  Luis Hernandez,http://thesoccerworldcups.com/games/1998_germany_mexico.php
Brazil,Peru,3,0,| Dirceu   15' | Dirceu   28' | Zico  (penalty)  73' ,,http://thesoccerworldcups.com/games/1978_brazil_peru.php
Belgium,South Korea,2,0,|Marc De Grijse   53' |Michel De Wolf   64' ,,http://thesoccerworldcups.com/games/1990_belgium_south_korea.php
England,France,2,0,|Roger Hunt   38' |Roger Hunt   75' ,,http://thesoccerworldcups.com/games/1966_england_france.php
Uruguay,England,4,2,|Carlos Borges   5' | |Obdulio Varela   39' |Juan Schiaffino   46' | |Javier Ambrois   78' ,16'  Nat Lofthouse67'  Tom Finney,http://thesoccerworldcups.com/games/1954_uruguay_england.php
Sweden,Senegal,1,2,|Henrik Larsson   11' | | ,37'  Henri Camara14'  Henri Camara,http://thesoccerworldcups.com/games/2002_sweden_senegal.php
,,,,,,http://thesoccerworldcups.com/games/1950_switzerland_mexico.php
Uruguay,Brazil,2,1,| |Juan Schiaffino   66' |Alcides Ghiggia   79' ,47'   Friaca,http://thesoccerworldcups.com/games/1950_uruguay_brazil.php
,,,,,,http://thesoccerworldcups.com/games/1958_hungary_mexico.php
New Zealand,Slovakia,1,1,| |Winston Reid   90'+3' ,50'  Robert Vittek,http://thesoccerworldcups.com/games/2010_new_zealand_slovakia.php
Brazil,Mexico,2,0,| Zagallo   56' | Pelé   73' ,,http://thesoccerworldcups.com/games/1962_brazil_mexico.php
Ghana,USA,2,1,|Haminu Draman   22' | |Stephen Appiah  (penalty)  45'+2' ,43'  Clint Dempsey,http://thesoccerworldcups.com/games/2006_ghana_usa.php
Czechoslovakia,Argentina,6,1,|Milan Dvorak   8' |Zdenek Zikan   17' |Vaclav Hovorka   40' | |Jiri Feureisl   69' |Zdenek Zikan   82' |Vaclav Hovorka   89' ,65'  Omar Oreste Corbatta  (penalty),http://thesoccerworldcups.com/games/1958_czechoslovakia_argentina.php
Germany,Argentina,1,1,| |Miroslav Klose   80' | Oliver Neuville 
						,49'  Roberto Ayala,http://thesoccerworldcups.com/games/2006_germany_argentina.php
Italy,Peru,1,1,|Bruno Conti   18' | ,83'  Ruben Diaz,http://thesoccerworldcups.com/games/1982_italy_peru.php
Italy,Czechoslovakia,2,0,|Salvatore Schillaci   9' |Roberto Baggio   78' ,,http://thesoccerworldcups.com/games/1990_italy_czechoslovakia.php
,,,,,,http://thesoccerworldcups.com/games/1954_hungary_west_germany.php
Northern Ireland,Czechoslovakia,1,0,|Wilbur Cush   20' ,,http://thesoccerworldcups.com/games/1958_northern_ireland_czechoslovakia_2.php
West Germany,France,2,0,|Andreas Brehme   9' |Rudi Voeller   89' ,,http://thesoccerworldcups.com/games/1986_west_germany_france.php
,,,,,,http://thesoccerworldcups.com/games/1954_england_switzerland.php
Uruguay,Colombia,2,1,| |Luis Cubilla   56' |Jose Sasia   75' ,19'  Francisco Zuluaga  (penalty),http://thesoccerworldcups.com/games/1962_uruguay_colombia.php
Portugal,Soviet Union,2,1,| Eusebio  (penalty)  12' | |Jose Torres   89' ,43'  Eduard Malofeyev,http://thesoccerworldcups.com/games/1966_portugal_soviet_union.php
Colombia,England,0,2,| | ,20'  Darren Anderton29'  David Beckham,http://thesoccerworldcups.com/games/1998_colombia_england.php
Trinidad and Tobago,Sweden,0,0,,,http://thesoccerworldcups.com/games/2006_trinidad_and_tobago_sweden.php
USA,Ghana,1,2,| |Landon Donovan   62' | ,5'  Kevin Prince Boateng93'  Asamoah Gyan,http://thesoccerworldcups.com/games/2010_usa_ghana.php
Brazil,North Korea,2,1,| Maicon   55' | Elano   72' | ,89'  Yun Nam Ji,http://thesoccerworldcups.com/games/2010_brazil_north_korea.php
Brazil,Yugoslavia,2,0,| Ademir   4' | Zizinho   69' ,,http://thesoccerworldcups.com/games/1950_brazil_yugoslavia.php
Italy,Ghana,2,0,|Andrea Pirlo   40' |Vincenzo Iaquinta   83' ,,http://thesoccerworldcups.com/games/2006_italy_ghana.php
Argentina,East Germany,1,1,| |Rene Houseman   20' ,14'  Joachim Streich,http://thesoccerworldcups.com/games/1974_argentina_east_germany.php
Argentina,Bulgaria,2,0,|Jorge Valdano   3' |Jorge Burruchaga   76' ,,http://thesoccerworldcups.com/games/1986_argentina_bulgaria.php
West Germany,Chile,2,0,|Horst Szymaniak  (penalty)  21' |Uwe Seeler   82' ,,http://thesoccerworldcups.com/games/1962_west_germany_chile.php
England,Belgium,4,4,| |Ivor Broadis   26' |Nat Lofthouse   36' |Ivor Broadis   63' | | |Nat Lofthouse   91' | ,5'  Leopold Anoul67'  Rik Coppens71'  Leopold Anoul94'  Jimmy Dickinson   (own goal),http://thesoccerworldcups.com/games/1954_england_belgium.php
Germany,Australia,4,0,|Lukas Podolski   8' |Miroslav Klose   26' |Thomas Mueller   68' | Cacau   70' ,,http://thesoccerworldcups.com/games/2010_germany_australia.php
Australia,Japan,3,1,| |Tim Cahill   84' |Tim Cahill   89' |John Aloisi   90'+2' ,26'  Shunsuke Nakamura,http://thesoccerworldcups.com/games/2006_australia_japan.php
Paraguay,Yugoslavia,3,3,| |Jose Parodi   20' | |Juan Aguero   49' | |Jorge Romero   80' ,12'  Radivoje Ognjanovic29'  Toza Veselinovic73'  Zdravko Rajkov,http://thesoccerworldcups.com/games/1958_paraguay_yugoslavia.php
Poland,France,3,2,| |Andrzej Szarmach   40' |Stefan Majewski   44' |Janusz Kupcewicz   46' | ,13'  Rene Girard72'  Alain Couriol,http://thesoccerworldcups.com/games/1982_poland_france.php
Mexico,Bulgaria,2,0,|Manuel Negrete   34' |Raul Servin   61' ,,http://thesoccerworldcups.com/games/1986_mexico_bulgaria.php
Brazil,France,1,1,| Careca   17' | |(atajado)  Socrates 
						,40'  Michel Platini,http://thesoccerworldcups.com/games/1986_brazil_france.php
Spain,South Korea,0,0,| Fernando Hierro 
						,,http://thesoccerworldcups.com/games/2002_spain_south_korea.php
England,Portugal,0,0,|(atajado) Frank Lampard 
						,,http://thesoccerworldcups.com/games/2006_england_portugal.php
England,USA,1,1,|Steven Gerrard   4' | ,40'  Clint Dempsey,http://thesoccerworldcups.com/games/2010_england_usa.php
Brazil,Soviet Union,2,1,| | Socrates   75' | Eder   88' ,34'  Andrei Bal,http://thesoccerworldcups.com/games/1982_brazil_soviet_union.php
Holland,Spain,0,1,| ,116'  Andres Iniesta,http://thesoccerworldcups.com/games/2010_holland_spain.php
Brazil,Czechoslovakia,4,1,| | Rivelino   24' | Pelé   59' | Jairzinho   61' | Jairzinho   83' ,11'  Ladislav Petras,http://thesoccerworldcups.com/games/1970_brazil_czechoslovakia.php
Chile,Soviet Union,2,1,|Leonel Sanchez   11' | |Eladio Rojas   29' ,26'  Igor Chislenko,http://thesoccerworldcups.com/games/1962_chile_soviet_union.php
Belgium,Spain,1,1,|Jan Ceulemans   35' | | Nico Claesen 
						,85'  Juan Antonio Senor,http://thesoccerworldcups.com/games/1986_belgium_spain.php
Costa Rica,Poland,1,2,|Ronald Gomez   25' | | ,33'  Bartosz Bosacki66'  Bartosz Bosacki,http://thesoccerworldcups.com/games/2006_costa_rica_poland.php
Argentina,Nigeria,2,1,| |Claudio Caniggia   21' |Claudio Caniggia   28' ,8'  Samson Siasia,http://thesoccerworldcups.com/games/1994_argentina_nigeria.php
Argentina,El Salvador,2,0,|Daniel Passarella  (penalty)  22' |Daniel Bertoni   54' ,,http://thesoccerworldcups.com/games/1982_argentina_el_salvador.php
Mexico,West Germany,0,0,| Manuel Negrete 
						,,http://thesoccerworldcups.com/games/1986_mexico_west_germany.php
,,,,,,http://thesoccerworldcups.com/games/1954_austria_switzerland.php
Argentina,Nigeria,1,0,|Gabriel Heinze   6' ,,http://thesoccerworldcups.com/games/2010_argentina_nigeria.php
South Africa,Mexico,1,1,|Siphiwe Tshabalala   55' | ,79'  Rafael Marquez,http://thesoccerworldcups.com/games/2010_south_africa_mexico.php
Sweden,Brazil,0,1,| ,80'   Romario,http://thesoccerworldcups.com/games/1994_sweden_brazil.php
Brazil,Russia,2,0,| Romario   26' | Rai  (penalty)  52' ,,http://thesoccerworldcups.com/games/1994_brazil_russia.php
Argentina,Ivory Coast,2,1,|Hernan Crespo   24' |Javier Saviola   38' | ,82'  Didier Drogba,http://thesoccerworldcups.com/games/2006_argentina_ivory_coast.php
Sweden,Spain,3,1,|Stig Sundqvist   15' |Bror Mellberg   33' |Karl-Erik Palmer   80' | ,82'   Zarra,http://thesoccerworldcups.com/games/1950_sweden_spain.php
Nigeria,South Korea,2,2,|Kalu Uche   12' | | |Yakubu Aiyegbeni  (penalty)  69' ,38'  Jung Soo Lee49'  Chu Young Park,http://thesoccerworldcups.com/games/2010_nigeria_south_korea.php
Portugal,England,1,0,| Carlos Manuel   75' ,,http://thesoccerworldcups.com/games/1986_portugal_england.php
West Germany,Yugoslavia,2,0,|Ivan Horvat   (own goal) 9' |Helmut Rahn   85' ,,http://thesoccerworldcups.com/games/1954_west_germany_yugoslavia.php
Argentina,Soviet Union,2,0,|Pedro Troglio   27' |Jorge Burruchaga   79' ,,http://thesoccerworldcups.com/games/1990_argentina_soviet_union.php
England,Uruguay,0,0,,,http://thesoccerworldcups.com/games/1966_england_uruguay.php
Czech Republic,Italy,0,2,| | ,26'  Marco Materazzi87'  Filippo Inzaghi,http://thesoccerworldcups.com/games/2006_czech_republic_italy.php
Czechoslovakia,Germany,3,1,|Oldrich Nejedly   21' | |Oldrich Nejedly   69' |Oldrich Nejedly   80' ,62'  Rudolf Noack,http://thesoccerworldcups.com/games/1934_czechoslovakia_germany.php
Ecuador,Costa Rica,3,0,|Carlos Tenorio   8' |Agustin Delgado   54' |Ivan Kaviedes   90'+2' ,,http://thesoccerworldcups.com/games/2006_ecuador_costa_rica.php
Portugal,Iran,2,0,| Deco   63' | Cristiano Ronaldo  (penalty)  80' ,,http://thesoccerworldcups.com/games/2006_portugal_iran.php
,,,,,,http://thesoccerworldcups.com/games/1978_argentina_hungary.php
Germany,Belgium,3,2,|Rudi Voeller   6' | |Juergen Klinsmann   11' |Rudi Voeller   40' | ,8'  Georges Grun90'  Philippe Albert,http://thesoccerworldcups.com/games/1994_germany_belgium.php
Paraguay,Belgium,2,2,| |Roberto Cabanas   50' | |Roberto Cabanas   76' ,30'  Frank Vercauteren59'  Daniel Veyt,http://thesoccerworldcups.com/games/1986_paraguay_belgium.php
Yugoslavia,Mexico,4,1,|Stjepan Bobek   20' |Zeljko Cajkovski   23' |Zeljko Cajkovski   51' |Kosta Tomasevic   81' | ,89'  Hector Ortiz  (penalty),http://thesoccerworldcups.com/games/1950_yugoslavia_mexico.php
Brazil,China,4,0,| Roberto Carlos   15' | Rivaldo   32' | Ronaldinho  (penalty)  45' | Ronaldo   55' ,,http://thesoccerworldcups.com/games/2002_brazil_china.php
Portugal,Brazil,0,0,,,http://thesoccerworldcups.com/games/2010_portugal_brazil.php
Chile,Brazil,2,4,| | |Jorge Toro   42' | |Leonel Sanchez  (penalty)  61' | ,9'   Garrincha32'   Garrincha47'   Vava78'   Vava,http://thesoccerworldcups.com/games/1962_chile_brazil.php
Mexico,Paraguay,1,1,|Luis Flores   3' | ,85'  Julio Cesar Romero,http://thesoccerworldcups.com/games/1986_mexico_paraguay.php
Uruguay,Scotland,7,0,|Carlos Borges   17' |Oscar Miguez   30' |Carlos Borges   47' |Julio Abbadie   54' |Carlos Borges   57' |Oscar Miguez   83' |Julio Abbadie   85' ,,http://thesoccerworldcups.com/games/1954_uruguay_scotland.php
Italy,Belgium,4,1,|Egisto Pandolfini  (penalty)  41' |Carlo Galli   48' |Amleto Frignani   58' |Benito Lorenzi   78' | ,81'  Leopold Anoul,http://thesoccerworldcups.com/games/1954_italy_belgium.php
Italy,Paraguay,2,0,|Riccardo Carapellese   12' |Egisto Pandolfini   63' ,,http://thesoccerworldcups.com/games/1950_italy_paraguay.php
Costa Rica,Scotland,1,0,|Juan Cayasso   49' ,,http://thesoccerworldcups.com/games/1990_costa_rica_scotland.php
,,,,,,http://thesoccerworldcups.com/games/1998_holland_croatia.php
Portugal,Mexico,2,1,| Maniche   6' | Simao  (penalty)  24' | ,29'  Jose Fonseca,http://thesoccerworldcups.com/games/2006_portugal_mexico.php
Brazil,Bolivia,4,0,| Moderato   37' | Preguinho   67' | Moderato   73' | Preguinho   83' ,,http://thesoccerworldcups.com/games/1930_brazil_bolivia.php
Brazil,Poland,0,1,| ,76'  Grzegorz Lato,http://thesoccerworldcups.com/games/1974_brazil_poland.php
Holland,Argentina,2,1,|Patrick Kluivert   12' | |Dennis Bergkamp   89' ,17'  Claudio Lopez,http://thesoccerworldcups.com/games/1998_holland_argentina.php
Uruguay,Germany,2,3,| |Edinson Cavani   28' |Diego Forlan   51' | | ,19'  Thomas Mueller56'  Marcell Jansen82'  Sami Khedira,http://thesoccerworldcups.com/games/2010_uruguay_germany.php
Sweden,Argentina,3,2,| |Sven Jonasson   9' | |Sven Jonasson   67' |Knut Kroon   79' ,4'  Ernesto Belis48'  Alberto Galateo,http://thesoccerworldcups.com/games/1934_sweden_argentina.php
Japan,Cameroon,1,0,|Keisuke Honda   39' ,,http://thesoccerworldcups.com/games/2010_japan_cameroon.php
,,,,,,http://thesoccerworldcups.com/games/1998_germany_croatia.php
,,,,,,http://thesoccerworldcups.com/games/1962_hungary_argentina.php
Sweden,Brazil,1,1,|Thomas Sjoberg   37' | ,45'   Reinaldo,http://thesoccerworldcups.com/games/1978_sweden_brazil.php
France,Mexico,1,1,| |Gerard Hausser   62' ,48'  Enrique Borja,http://thesoccerworldcups.com/games/1966_france_mexico.php
,,,,,,http://thesoccerworldcups.com/games/1954_hungary_west_germany_2.php
USA,Paraguay,3,0,|Bert Patenaude   10' |Bert Patenaude   15' |Bert Patenaude   50' ,,http://thesoccerworldcups.com/games/1930_usa_paraguay.php
Serbia and Montenegro,Holland,0,1,| ,18'  Arjen Robben,http://thesoccerworldcups.com/games/2006_serbia_and_montenegro_holland.php
Yugoslavia,France,1,0,|Milos Milutinovic   15' ,,http://thesoccerworldcups.com/games/1954_yugoslavia_france.php
Argentina,Haiti,4,1,|Hector Yazalde   15' |Rene Houseman   18' |Ruben Ayala   55' | |Hector Yazalde   68' ,63'  Emmanuel Sanon,http://thesoccerworldcups.com/games/1974_argentina_haiti.php
Brazil,Soviet Union,2,0,| Vava   3' | Vava   77' ,,http://thesoccerworldcups.com/games/1958_brazil_soviet_union.php
Spain,Honduras,2,0,|David Villa   17' |David Villa   51' ,,http://thesoccerworldcups.com/games/2010_spain_honduras.php
Brazil,Sweden,2,1,| Careca   40' | Careca   63' | ,79'  Tomas Brolin,http://thesoccerworldcups.com/games/1990_brazil_sweden.php
Brazil,Costa Rica,1,0,| Muller   33' ,,http://thesoccerworldcups.com/games/1990_brazil_costa_rica.php
Paraguay,Scotland,3,2,|Juan Aguero   4' | |Cayetano Re   45' |Jose Parodi   73' | ,24'  Jackie Mudie76'  Bobby Collins,http://thesoccerworldcups.com/games/1958_paraguay_scotland.php
Italy,France,0,2,| | ,15'  Michel Platini57'  Yannick Stopyra,http://thesoccerworldcups.com/games/1986_italy_france.php
Holland,Ireland,2,0,|Dennis Bergkamp   11' |Wim Jonk   41' ,,http://thesoccerworldcups.com/games/1994_holland_ireland.php
Sweden,Scotland,1,2,| | |Glenn Stromberg   86' ,11'  Stuart Mccall81'  Mo Johnston  (penalty),http://thesoccerworldcups.com/games/1990_sweden_scotland.php
Ukraine,Tunisia,1,0,|Andriy Shevchenko  (penalty)  70' ,,http://thesoccerworldcups.com/games/2006_ukraine_tunisia.php
England,Chile,2,0,|Stan Mortensen   39' |Wilf Mannion   51' ,,http://thesoccerworldcups.com/games/1950_england_chile.php
East Germany,West Germany,1,0,|Juergen Sparwasser   77' ,,http://thesoccerworldcups.com/games/1974_east_germany_west_germany.php
Honduras,Chile,0,1,| ,34'  Jean Beausejour,http://thesoccerworldcups.com/games/2010_honduras_chile.php
Northern Ireland,Spain,1,2,| | |Colin Clarke   47' ,2'  Emilio Butragueno18'   Julio Salinas,http://thesoccerworldcups.com/games/1986_northern_ireland_spain.php
Portugal,France,0,1,| ,33'  Zinedine Zidane  (penalty),http://thesoccerworldcups.com/games/2006_portugal_france.php
USA,Algeria,1,0,|Landon Donovan   90'+1' ,,http://thesoccerworldcups.com/games/2010_usa_algeria.php
France,Brazil,2,5,| |Just Fontaine   9' | | | | |Roger Piantoni   83' ,2'   Vava39'   Didi52'   Pelé64'   Pelé75'   Pelé,http://thesoccerworldcups.com/games/1958_france_brazil.php
,,,,,,http://thesoccerworldcups.com/games/1954_hungary_brazil.php
Uruguay,Sweden,3,2,| |Alcides Ghiggia   39' | |Oscar Miguez   77' |Oscar Miguez   85' ,5'  Karl-Erik Palmer40'  Stig Sundqvist,http://thesoccerworldcups.com/games/1950_uruguay_sweden.php
Brazil,England,3,1,| Garrincha   31' | | Vava   53' | Garrincha   59' ,38'  Gerry Hitchens,http://thesoccerworldcups.com/games/1962_brazil_england.php
Canada,France,0,1,| ,79'  Jean-Pierre Papin,http://thesoccerworldcups.com/games/1986_canada_france.php
Algeria,Spain,0,3,| | | ,15'  Ramon Maria Caldere68'  Ramon Maria Caldere70'   Eloy,http://thesoccerworldcups.com/games/1986_algeria_spain.php
Scotland,Denmark,0,1,| ,57'  Preben Elkjaer Larsen,http://thesoccerworldcups.com/games/1986_scotland_denmark.php
Yugoslavia,Uruguay,3,1,| |Josip Skoblar  (penalty)  25' |Milan Galic   29' |Drazen Jerkovic   49' ,19'  Angel Cabrera,http://thesoccerworldcups.com/games/1962_yugoslavia_uruguay.php
Togo,France,0,2,| | ,55'  Patrick Vieira61'  Thierry Henry,http://thesoccerworldcups.com/games/2006_togo_france.php
,,,,,,http://thesoccerworldcups.com/games/1962_hungary_england.php
Chile,France,1,0,|Guillermo Subiabre   65' ,,http://thesoccerworldcups.com/games/1930_chile_france.php
Chile,Spain,1,2,| | |Rodrigo Millar   47' ,24'  David Villa37'  Andres Iniesta,http://thesoccerworldcups.com/games/2010_chile_spain.php
Ireland,Egypt,0,0,,,http://thesoccerworldcups.com/games/1990_ireland_egypt.php
Italy,USA,7,1,|Angelo Schiavio   18' |Raimundo Orsi   20' |Angelo Schiavio   29' | |Giovanni Ferrari   63' |Angelo Schiavio   64' |Raimundo Orsi   69' |Giuseppe Meazza   90' ,57'  Aldo Donelli,http://thesoccerworldcups.com/games/1934_italy_usa.php
Holland,Egypt,1,1,|Wim Kieft   58' | ,83'  Magdy Abedelghani  (penalty),http://thesoccerworldcups.com/games/1990_holland_egypt.php
Argentina,Poland,2,0,|Mario Kempes   16' |Mario Kempes   71' ,,http://thesoccerworldcups.com/games/1978_argentina_poland.php
Argentina,England,2,1,|Diego Maradona   51' |Diego Maradona   54' | ,80'  Gary Lineker,http://thesoccerworldcups.com/games/1986_argentina_england.php
Brazil,Spain,6,1,|Jose Parra   (own goal) 15' | Jair   21' | Chico   31' | Chico   55' | Ademir   57' | Zizinho   67' | ,71'  Silvestre Igoa,http://thesoccerworldcups.com/games/1950_brazil_spain.php
Argentina,Brazil,1,2,| |Miguel Brindisi   35' | ,32'   Rivelino49'   Jairzinho,http://thesoccerworldcups.com/games/1974_argentina_brazil.php
England,Holland,0,0,,,http://thesoccerworldcups.com/games/1990_england_holland.php
,,,,,,http://thesoccerworldcups.com/games/1954_switzerland_italy.php
France,Paraguay,1,0,|Laurent Blanc   113' ,,http://thesoccerworldcups.com/games/1998_france_paraguay.php
Brazil,Chile,4,1,| Cesar Sampaio   11' | Cesar Sampaio   27' | Ronaldo  (penalty)  45'+1' | | Ronaldo   70' ,68'  Marcelo Salas,http://thesoccerworldcups.com/games/1998_brazil_chile.php
North Korea,Italy,1,0,|Doo Ik Pak   42' ,,http://thesoccerworldcups.com/games/1966_north_korea_italy.php
Poland,Ecuador,0,2,| | ,24'  Carlos Tenorio80'  Agustin Delgado,http://thesoccerworldcups.com/games/2006_poland_ecuador.php
Brazil,Chile,3,0,| Juan   35' | Luis Fabiano   38' | Robinho   59' ,,http://thesoccerworldcups.com/games/2010_brazil_chile.php
Ecuador,Germany,0,3,| | | ,4'  Miroslav Klose44'  Miroslav Klose57'  Lukas Podolski,http://thesoccerworldcups.com/games/2006_ecuador_germany.php
,,,,,,http://thesoccerworldcups.com/games/1962_west_germany_switzerland.php
Brazil,Czechoslovakia,1,1,| Leonidas   30' | ,65'  Oldrich Nejedly  (penalty),http://thesoccerworldcups.com/games/1938_brazil_czechoslovakia_2.php
Australia,West Germany,0,3,| | | ,12'  Wolfgang Overath34'  Bernd Cullmann53'  Gerd Mueller,http://thesoccerworldcups.com/games/1974_australia_west_germany.php
Scotland,Uruguay,0,0,,,http://thesoccerworldcups.com/games/1986_scotland_uruguay.php
Bulgaria,Italy,1,2,| | |Hristo Stoichkov  (penalty)  44' ,20'  Roberto Baggio25'  Roberto Baggio,http://thesoccerworldcups.com/games/1994_bulgaria_italy.php
Italy,England,2,1,|Roberto Baggio   71' | |Salvatore Schillaci  (penalty)  86' ,81'  David Platt,http://thesoccerworldcups.com/games/1990_italy_england.php
Argentina,Bulgaria,0,2,| | ,61'  Hristo Stoichkov90'  Nasko Sirakov,http://thesoccerworldcups.com/games/1994_argentina_bulgaria.php
Sweden,Wales,0,0,,,http://thesoccerworldcups.com/games/1958_sweden_wales.php
Belgium,France,2,4,|Jan Ceulemans   11' | | |Nico Claesen   73' | | ,27'  Jean-Marc Ferreri43'  Jean-Pierre Papin104'  Bernard Genghini111'  Manuel Amoros  (penalty),http://thesoccerworldcups.com/games/1986_belgium_france.php
Uruguay,Spain,0,0,,,http://thesoccerworldcups.com/games/1990_uruguay_spain.php
Brazil,Scotland,2,1,| Cesar Sampaio   5' | |Tom Boyd   (own goal) 74' ,38'  John Collins  (penalty),http://thesoccerworldcups.com/games/1998_brazil_scotland.php
Argentina,USA,6,1,|Luis Monti   20' |Alejandro Scopelli   56' |Guillermo Stabile   69' |Carlos Peucelle   80' |Carlos Peucelle   85' |Guillermo Stabile   87' | ,89'  Jim Brown,http://thesoccerworldcups.com/games/1930_argentina_usa.php
,,,,,,http://thesoccerworldcups.com/games/1958_sweden_hungary.php
Uruguay,France,0,0,,,http://thesoccerworldcups.com/games/2010_uruguay_france.php
Cameroon,Holland,1,2,| |Samuel Etoo  (penalty)  65' | ,36'  Robin Van Persie83'  Klaas Jan Huntelaar,http://thesoccerworldcups.com/games/2010_cameroon_holland.php
France,South Africa,1,2,| | |Florent Malouda   70' ,20'  Bongani Khumalo37'  Katlego Mphela,http://thesoccerworldcups.com/games/2010_france_south_africa.php
Paraguay,Spain,0,1,| ,83'  David Villa,http://thesoccerworldcups.com/games/2010_paraguay_spain.php
Soviet Union,England,2,2,|Nikita Simonyan   13' |Aleksandr Ivanov   55' | | ,66'  Derek Kevan85'  Tom Finney  (penalty),http://thesoccerworldcups.com/games/1958_soviet_union_england.php
Uruguay,Holland,2,3,| |Diego Forlan   41' | | |Maximiliano Pereira   90'+2' ,18'  Giovanni Van Bronckhorst70'  Wesley Sneijder73'  Arjen Robben,http://thesoccerworldcups.com/games/2010_uruguay_holland.php
West Germany,Sweden,4,2,| |Wolfgang Overath   51' |Rainer Bonhof   52' | |Juergen Grabowski   76' |Uli Hoeness  (penalty)  89' ,24'  Ralf Edstrom53'  Roland Sandberg,http://thesoccerworldcups.com/games/1974_west_germany_sweden.php
Brazil,Peru,4,2,| Rivelino   11' | Tostao   15' | | Tostao   52' | | Jairzinho   75' ,28'  Alberto Gallardo70'  Teofilo Cubillas,http://thesoccerworldcups.com/games/1970_brazil_peru.php
,,,,,,http://thesoccerworldcups.com/games/1962_czechoslovakia_hungary.php
Brazil,Italy,2,1,| | Nelinho   64' | Dirceu   72' ,38'  Franco Causio,http://thesoccerworldcups.com/games/1978_brazil_italy.php
Denmark,England,0,3,| | | ,5'  Rio Ferdinand22'  Michael Owen44'  Emile Heskey,http://thesoccerworldcups.com/games/2002_denmark_england.php
United Arab Emirates,Colombia,0,2,| | ,50'  Bernardo Redin85'  Carlos Valderrama,http://thesoccerworldcups.com/games/1990_united_arab_emirates_colombia.php
,,,,,,http://thesoccerworldcups.com/games/1986_hungary_france.php
Holland,Ivory Coast,2,1,|Robin Van Persie   23' |Ruud Van Nistelrooij   27' | ,38'  Bakary Kone,http://thesoccerworldcups.com/games/2006_holland_ivory_coast.php
Belgium,Uruguay,3,1,|Leo Clijsters   15' |Enzo Scifo   24' |Jan Ceulemans   47' | ,73'  Pablo Bengoechea,http://thesoccerworldcups.com/games/1990_belgium_uruguay.php
Spain,Brazil,3,1,| Iraragorri  (penalty)  18' | Iraragorri   25' |Isidro Langara   29' | ,55'   Leonidas,http://thesoccerworldcups.com/games/1934_spain_brazil.php
France,Mexico,4,1,|Lucien Laurent   19' |Marcel Langiller   40' |Andre Maschinot   43' | |Andre Maschinot   87' ,70'  Juan Carreno,http://thesoccerworldcups.com/games/1930_france_mexico.php
West Germany,France,3,3,|Pierre Littbarski   17' | | | |Karl-Heinz Rummenigge   102' |Klaus Fischer   108' | Manfred Kaltz 
						,26'  Michel Platini  (penalty)92'  Marius Tresor98'  Alain Giresse,http://thesoccerworldcups.com/games/1982_west_germany_france.php
Soviet Union,Uruguay,2,1,|Aleksei Mamykin   38' | |Valentin Ivanov   89' ,54'  Jose Sasia,http://thesoccerworldcups.com/games/1962_soviet_union_uruguay.php
Brazil,Czechoslovakia,1,1,| Leonidas   30' | ,65'  Oldrich Nejedly  (penalty),http://thesoccerworldcups.com/games/1938_brazil_czechoslovakia.php
,,,,,,http://thesoccerworldcups.com/games/2006_brazil_croatia.php
Yugoslavia,Czechoslovakia,1,3,| |Drazen Jerkovic   69' | | ,48'  Josef Kadraba80'  Adolf Scherer84'  Adolf Scherer  (penalty),http://thesoccerworldcups.com/games/1962_yugoslavia_czechoslovakia.php
Argentina,Mexico,3,1,|Carlos Tevez   26' |Gonzalo Higuain   33' |Carlos Tevez   52' | ,71'  Javier Hernandez,http://thesoccerworldcups.com/games/2010_argentina_mexico.php
England,Mexico,2,0,|Bobby Charlton   37' |Roger Hunt   75' ,,http://thesoccerworldcups.com/games/1966_england_mexico.php
Poland,Italy,0,2,| | ,22'  Paolo Rossi73'  Paolo Rossi,http://thesoccerworldcups.com/games/1982_poland_italy.php
Germany,Spain,0,1,| ,73'  Carles Puyol,http://thesoccerworldcups.com/games/2010_germany_spain.php
Ivory Coast,Portugal,0,0,,,http://thesoccerworldcups.com/games/2010_ivory_coast_portugal.php
Argentina,Mexico,6,3,|Guillermo Stabile   8' |Adolfo Zumelzu   12' |Guillermo Stabile   17' | |Francisco Varallo   53' |Adolfo Zumelzu   55' | | |Guillermo Stabile   80' ,42'  Manuel Rosas  (penalty)65'  Manuel Rosas75'  Roberto Gayon,http://thesoccerworldcups.com/games/1930_argentina_mexico.php
Cameroon,Soviet Union,0,4,| | | | ,20'  Oleg Protasov29'  Andrei Zygmantovich52'  Aleksandr Zavarov63'  Igor Dobrovolskyi,http://thesoccerworldcups.com/games/1990_cameroon_soviet_union.php
Portugal,Bulgaria,3,0,|Ivan Vutsov   (own goal) 17' | Eusebio   38' |Jose Torres   81' ,,http://thesoccerworldcups.com/games/1966_portugal_bulgaria.php
Germany,Portugal,3,1,|Bastian Schweinsteiger   56' | Petit   (own goal) 60' |Bastian Schweinsteiger   78' | ,88'   Nuno Gomes,http://thesoccerworldcups.com/games/2006_germany_portugal.php
